"행정구역별(1)","행정구역별(2)",인구현황별(1),인구현황별(2),2019
"전라남도","함평군",성별 (명),남자,16404
"전라남도","함평군",성별 (명),여자,16457
"전라남도","함평군",연령별 (명),소계,32861
"전라남도","함평군",연령별 (명),0~14세(유소년),2418
"전라남도","함평군",연령별 (명),15~64세(생산가능),18879
"전라남도","함평군",연령별 (명),65세이상(고령),11564
"전라남도","함평군",외국인등록인구수 (명),소계,699
"전라남도","함평군",외국인등록인구수 (명),남자,408
"전라남도","함평군",외국인등록인구수 (명),여자,291
"전라남도","함평군",인구밀도 (명/㎢),소계,83.81
"전라남도","함평군",인구증가율 (%),소계,-1.67
"전라남도","영광군",면적 (㎢),소계,474.96
"전라남도","영광군",전년말주민등록인구수 (명),소계,54127
"전라남도","영광군",성별 (명),소계,53852
"전라남도","영광군",성별 (명),남자,26828
"전라남도","영광군",성별 (명),여자,27024
"전라남도","영광군",연령별 (명),소계,53852
"전라남도","영광군",연령별 (명),0~14세(유소년),5791
"전라남도","영광군",연령별 (명),15~64세(생산가능),32867
"전라남도","영광군",연령별 (명),65세이상(고령),15194
"전라남도","영광군",외국인등록인구수 (명),소계,921
"전라남도","영광군",외국인등록인구수 (명),남자,558
"전라남도","영광군",외국인등록인구수 (명),여자,363
"전라남도","영광군",인구밀도 (명/㎢),소계,113.38
"전라남도","영광군",인구증가율 (%),소계,-0.51
"전라남도","장성군",면적 (㎢),소계,518.40
"전라남도","장성군",전년말주민등록인구수 (명),소계,45795
"전라남도","장성군",성별 (명),소계,45739
"전라남도","장성군",성별 (명),남자,23489
"전라남도","장성군",성별 (명),여자,22250
"전라남도","장성군",연령별 (명),소계,45739
"전라남도","장성군",연령별 (명),0~14세(유소년),4667
"전라남도","장성군",연령별 (명),15~64세(생산가능),28005
"전라남도","장성군",연령별 (명),65세이상(고령),13067
"전라남도","장성군",외국인등록인구수 (명),소계,1097
"전라남도","장성군",외국인등록인구수 (명),남자,694
"전라남도","장성군",외국인등록인구수 (명),여자,403
"전라남도","장성군",인구밀도 (명/㎢),소계,88.23
"전라남도","장성군",인구증가율 (%),소계,-0.12
"전라남도","완도군",면적 (㎢),소계,396.76
"전라남도","완도군",전년말주민등록인구수 (명),소계,51477
"전라남도","완도군",성별 (명),소계,50689
"전라남도","완도군",성별 (명),남자,25457
"전라남도","완도군",성별 (명),여자,25232
"전라남도","완도군",연령별 (명),소계,50689
"전라남도","완도군",연령별 (명),0~14세(유소년),5062
"전라남도","완도군",연령별 (명),15~64세(생산가능),29706
"전라남도","완도군",연령별 (명),65세이상(고령),15921
"전라남도","완도군",외국인등록인구수 (명),소계,2169
"전라남도","완도군",외국인등록인구수 (명),남자,1797
"전라남도","완도군",외국인등록인구수 (명),여자,372
"전라남도","완도군",인구밀도 (명/㎢),소계,127.76
"전라남도","완도군",인구증가율 (%),소계,-1.53
"전라남도","진도군",면적 (㎢),소계,440.10
"전라남도","진도군",전년말주민등록인구수 (명),소계,31219
"전라남도","진도군",성별 (명),소계,30715
"전라남도","진도군",성별 (명),남자,15093
"전라남도","진도군",성별 (명),여자,15622
"전라남도","진도군",연령별 (명),소계,30715
"전라남도","진도군",연령별 (명),0~14세(유소년),2840
"전라남도","진도군",연령별 (명),15~64세(생산가능),17790
"전라남도","진도군",연령별 (명),65세이상(고령),10085
"전라남도","진도군",외국인등록인구수 (명),소계,1517
"전라남도","진도군",외국인등록인구수 (명),남자,1278
"전라남도","진도군",외국인등록인구수 (명),여자,239
"전라남도","진도군",인구밀도 (명/㎢),소계,69.79
"전라남도","진도군",인구증가율 (%),소계,-1.61
"전라남도","신안군",면적 (㎢),소계,655.60
"전라남도","신안군",전년말주민등록인구수 (명),소계,41263
"전라남도","신안군",성별 (명),소계,40274
"전라남도","신안군",성별 (명),남자,21402
"전라남도","신안군",성별 (명),여자,18872
"전라남도","신안군",연령별 (명),소계,40274
"전라남도","신안군",연령별 (명),0~14세(유소년),2644
"전라남도","신안군",연령별 (명),15~64세(생산가능),23558
"전라남도","신안군",연령별 (명),65세이상(고령),14072
"전라남도","신안군",외국인등록인구수 (명),소계,828
"전라남도","신안군",외국인등록인구수 (명),남자,599
"전라남도","신안군",외국인등록인구수 (명),여자,229
"전라남도","신안군",인구밀도 (명/㎢),소계,61.43
"전라남도","신안군",인구증가율 (%),소계,-2.40
"경상북도","소계",면적 (㎢),소계,19033.34
"경상북도","소계",전년말주민등록인구수 (명),소계,2676831
"경상북도","소계",성별 (명),소계,2665836
"경상북도","소계",성별 (명),남자,1342037
"경상북도","소계",성별 (명),여자,1323799
"경상북도","소계",연령별 (명),소계,2665836
"경상북도","소계",연령별 (명),0~14세(유소년),308133
"경상북도","소계",연령별 (명),15~64세(생산가능),1808288
"경상북도","소계",연령별 (명),65세이상(고령),549415
"경상북도","소계",외국인등록인구수 (명),소계,58119
"경상북도","소계",외국인등록인구수 (명),남자,36455
"경상북도","소계",외국인등록인구수 (명),여자,21664
"경상북도","소계",인구밀도 (명/㎢),소계,140.06
"경상북도","소계",인구증가율 (%),소계,-0.41
"경상북도","포항시",면적 (㎢),소계,1130.08
"경상북도","포항시",전년말주민등록인구수 (명),소계,510013
"경상북도","포항시",성별 (명),소계,507025
"경상북도","포항시",성별 (명),남자,256140
"경상북도","포항시",성별 (명),여자,250885
"경상북도","포항시",연령별 (명),소계,507025
"경상북도","포항시",연령별 (명),0~14세(유소년),64404
"경상북도","포항시",연령별 (명),15~64세(생산가능),360620
"경상북도","포항시",연령별 (명),65세이상(고령),82001
"경상북도","포항시",외국인등록인구수 (명),소계,6079
"경상북도","포항시",외국인등록인구수 (명),남자,3702
"경상북도","포항시",외국인등록인구수 (명),여자,2377
"경상북도","포항시",인구밀도 (명/㎢),소계,448.66
"경상북도","포항시",인구증가율 (%),소계,-0.59
"경상북도","경주시",면적 (㎢),소계,1324.86
"경상북도","경주시",전년말주민등록인구수 (명),소계,256864
"경상북도","경주시",성별 (명),소계,255402
"경상북도","경주시",성별 (명),남자,127928
"경상북도","경주시",성별 (명),여자,127474
"경상북도","경주시",연령별 (명),소계,255402
"경상북도","경주시",연령별 (명),0~14세(유소년),26851
"경상북도","경주시",연령별 (명),15~64세(생산가능),173912
"경상북도","경주시",연령별 (명),65세이상(고령),54639
"경상북도","경주시",외국인등록인구수 (명),소계,11794
"경상북도","경주시",외국인등록인구수 (명),남자,7514
"경상북도","경주시",외국인등록인구수 (명),여자,4280
"경상북도","경주시",인구밀도 (명/㎢),소계,192.78
"경상북도","경주시",인구증가율 (%),소계,-0.57
"경상북도","김천시",면적 (㎢),소계,1009.80
"경상북도","김천시",전년말주민등록인구수 (명),소계,141104
"경상북도","김천시",성별 (명),소계,141229
"경상북도","김천시",성별 (명),남자,70743
"경상북도","김천시",성별 (명),여자,70486
"경상북도","김천시",연령별 (명),소계,141229
"경상북도","김천시",연령별 (명),0~14세(유소년),16476
"경상북도","김천시",연령별 (명),15~64세(생산가능),93501
"경상북도","김천시",연령별 (명),65세이상(고령),31252
"경상북도","김천시",외국인등록인구수 (명),소계,2391
"경상북도","김천시",외국인등록인구수 (명),남자,1380
"경상북도","김천시",외국인등록인구수 (명),여자,1011
"경상북도","김천시",인구밀도 (명/㎢),소계,139.86
"경상북도","김천시",인구증가율 (%),소계,0.09
"경상북도","안동시",면적 (㎢),소계,1522.10
"경상북도","안동시",전년말주민등록인구수 (명),소계,162180
"경상북도","안동시",성별 (명),소계,160052
"경상북도","안동시",성별 (명),남자,79239
"경상북도","안동시",성별 (명),여자,80813
"경상북도","안동시",연령별 (명),소계,160052
"경상북도","안동시",연령별 (명),0~14세(유소년),17624
"경상북도","안동시",연령별 (명),15~64세(생산가능),104522
"경상북도","안동시",연령별 (명),65세이상(고령),37906
"경상북도","안동시",외국인등록인구수 (명),소계,1481
"경상북도","안동시",외국인등록인구수 (명),남자,707
"경상북도","안동시",외국인등록인구수 (명),여자,774
"경상북도","안동시",인구밀도 (명/㎢),소계,105.15
"경상북도","안동시",인구증가율 (%),소계,-1.31
"경상북도","구미시",면적 (㎢),소계,615.35
"경상북도","구미시",전년말주민등록인구수 (명),소계,421494
"경상북도","구미시",성별 (명),소계,419742
"경상북도","구미시",성별 (명),남자,215208
"경상북도","구미시",성별 (명),여자,204534
"경상북도","구미시",연령별 (명),소계,419742
"경상북도","구미시",연령별 (명),0~14세(유소년),65604
"경상북도","구미시",연령별 (명),15~64세(생산가능),316598
"경상북도","구미시",연령별 (명),65세이상(고령),37540
"경상북도","구미시",외국인등록인구수 (명),소계,4977
"경상북도","구미시",외국인등록인구수 (명),남자,2824
"경상북도","구미시",외국인등록인구수 (명),여자,2153
"경상북도","구미시",인구밀도 (명/㎢),소계,682.12
"경상북도","구미시",인구증가율 (%),소계,-0.42
"경상북도","영주시",면적 (㎢),소계,670.09
"경상북도","영주시",전년말주민등록인구수 (명),소계,106801
"경상북도","영주시",성별 (명),소계,105067
"경상북도","영주시",성별 (명),남자,52060
"경상북도","영주시",성별 (명),여자,53007
"경상북도","영주시",연령별 (명),소계,105067
"경상북도","영주시",연령별 (명),0~14세(유소년),10826
"경상북도","영주시",연령별 (명),15~64세(생산가능),66982
"경상북도","영주시",연령별 (명),65세이상(고령),27259
"경상북도","영주시",외국인등록인구수 (명),소계,1103
"경상북도","영주시",외국인등록인구수 (명),남자,543
"경상북도","영주시",외국인등록인구수 (명),여자,560
"경상북도","영주시",인구밀도 (명/㎢),소계,156.80
"경상북도","영주시",인구증가율 (%),소계,-1.62
"경상북도","영천시",면적 (㎢),소계,919.21
"경상북도","영천시",전년말주민등록인구수 (명),소계,101595
"경상북도","영천시",성별 (명),소계,102470
"경상북도","영천시",성별 (명),남자,52100
"경상북도","영천시",성별 (명),여자,50370
"경상북도","영천시",연령별 (명),소계,102470
"경상북도","영천시",연령별 (명),0~14세(유소년),9007
"경상북도","영천시",연령별 (명),15~64세(생산가능),65791
"경상북도","영천시",연령별 (명),65세이상(고령),27672
"경상북도","영천시",외국인등록인구수 (명),소계,3251
"경상북도","영천시",외국인등록인구수 (명),남자,2380
"경상북도","영천시",외국인등록인구수 (명),여자,871
"경상북도","영천시",인구밀도 (명/㎢),소계,111.48
"경상북도","영천시",인구증가율 (%),소계,0.86
"경상북도","상주시",면적 (㎢),소계,1254.64
"경상북도","상주시",전년말주민등록인구수 (명),소계,100297
"경상북도","상주시",성별 (명),소계,100688
"경상북도","상주시",성별 (명),남자,49378
"경상북도","상주시",성별 (명),여자,51310
"경상북도","상주시",연령별 (명),소계,100688
"경상북도","상주시",연령별 (명),0~14세(유소년),9034
"경상북도","상주시",연령별 (명),15~64세(생산가능),61832
"경상북도","상주시",연령별 (명),65세이상(고령),29822
"경상북도","상주시",외국인등록인구수 (명),소계,990
"경상북도","상주시",외국인등록인구수 (명),남자,473
"경상북도","상주시",외국인등록인구수 (명),여자,517
"경상북도","상주시",인구밀도 (명/㎢),소계,80.25
"경상북도","상주시",인구증가율 (%),소계,0.39
"경상북도","문경시",면적 (㎢),소계,911.90
"경상북도","문경시",전년말주민등록인구수 (명),소계,71874
"경상북도","문경시",성별 (명),소계,72242
"경상북도","문경시",성별 (명),남자,35391
"경상북도","문경시",성별 (명),여자,36851
"경상북도","문경시",연령별 (명),소계,72242
"경상북도","문경시",연령별 (명),0~14세(유소년),6709
"경상북도","문경시",연령별 (명),15~64세(생산가능),44642
"경상북도","문경시",연령별 (명),65세이상(고령),20891
"경상북도","문경시",외국인등록인구수 (명),소계,682
"경상북도","문경시",외국인등록인구수 (명),남자,327
"경상북도","문경시",외국인등록인구수 (명),여자,355
"경상북도","문경시",인구밀도 (명/㎢),소계,79.22
"경상북도","문경시",인구증가율 (%),소계,0.51
"경상북도","경산시",면적 (㎢),소계,411.76
"경상북도","경산시",전년말주민등록인구수 (명),소계,261093
"경상북도","경산시",성별 (명),소계,263185
"경상북도","경산시",성별 (명),남자,132616
"경상북도","경산시",성별 (명),여자,130569
"경상북도","경산시",연령별 (명),소계,263185
"경상북도","경산시",연령별 (명),0~14세(유소년),32327
"경상북도","경산시",연령별 (명),15~64세(생산가능),188779
"경상북도","경산시",연령별 (명),65세이상(고령),42079
"경상북도","경산시",외국인등록인구수 (명),소계,11713
"경상북도","경산시",외국인등록인구수 (명),남자,7022
"경상북도","경산시",외국인등록인구수 (명),여자,4691
"경상북도","경산시",인구밀도 (명/㎢),소계,639.17
"경상북도","경산시",인구증가율 (%),소계,0.80
"경상북도","군위군",면적 (㎢),소계,614.32
"경상북도","군위군",전년말주민등록인구수 (명),소계,23919
"경상북도","군위군",성별 (명),소계,23843
"경상북도","군위군",성별 (명),남자,12166
"경상북도","군위군",성별 (명),여자,11677
"경상북도","군위군",연령별 (명),소계,23843
"경상북도","군위군",연령별 (명),0~14세(유소년),1207
"경상북도","군위군",연령별 (명),15~64세(생산가능),13460
"경상북도","군위군",연령별 (명),65세이상(고령),9176
"경상북도","군위군",외국인등록인구수 (명),소계,538
"경상북도","군위군",외국인등록인구수 (명),남자,407
"경상북도","군위군",외국인등록인구수 (명),여자,131
"경상북도","군위군",인구밀도 (명/㎢),소계,38.81
"경상북도","군위군",인구증가율 (%),소계,-0.32
"경상북도","의성군",면적 (㎢),소계,1174.73
"경상북도","의성군",전년말주민등록인구수 (명),소계,52944
"경상북도","의성군",성별 (명),소계,52595
"경상북도","의성군",성별 (명),남자,25720
"경상북도","의성군",성별 (명),여자,26875
"경상북도","의성군",연령별 (명),소계,52595
"경상북도","의성군",연령별 (명),0~14세(유소년),3114
"경상북도","의성군",연령별 (명),15~64세(생산가능),28476
"경상북도","의성군",연령별 (명),65세이상(고령),21005
"경상북도","의성군",외국인등록인구수 (명),소계,642
"경상북도","의성군",외국인등록인구수 (명),남자,371
"경상북도","의성군",외국인등록인구수 (명),여자,271
"경상북도","의성군",인구밀도 (명/㎢),소계,44.77
"경상북도","의성군",인구증가율 (%),소계,-0.66
"경상북도","청송군",면적 (㎢),소계,846.12
"경상북도","청송군",전년말주민등록인구수 (명),소계,25678
"경상북도","청송군",성별 (명),소계,25416
"경상북도","청송군",성별 (명),남자,12694
"경상북도","청송군",성별 (명),여자,12722
"경상북도","청송군",연령별 (명),소계,25416
"경상북도","청송군",연령별 (명),0~14세(유소년),1608
"경상북도","청송군",연령별 (명),15~64세(생산가능),14673
"경상북도","청송군",연령별 (명),65세이상(고령),9135
"경상북도","청송군",외국인등록인구수 (명),소계,207
"경상북도","청송군",외국인등록인구수 (명),남자,59
"경상북도","청송군",외국인등록인구수 (명),여자,148
"경상북도","청송군",인구밀도 (명/㎢),소계,30.04
"경상북도","청송군",인구증가율 (%),소계,-1.02
"경상북도","영양군",면적 (㎢),소계,815.75
"경상북도","영양군",전년말주민등록인구수 (명),소계,17356
"경상북도","영양군",성별 (명),소계,16993
"경상북도","영양군",성별 (명),남자,8419
"경상북도","영양군",성별 (명),여자,8574
"경상북도","영양군",연령별 (명),소계,16993
"경상북도","영양군",연령별 (명),0~14세(유소년),1255
"경상북도","영양군",연령별 (명),15~64세(생산가능),9620
"경상북도","영양군",연령별 (명),65세이상(고령),6118
"경상북도","영양군",외국인등록인구수 (명),소계,205
"경상북도","영양군",외국인등록인구수 (명),남자,57
"경상북도","영양군",외국인등록인구수 (명),여자,148
"경상북도","영양군",인구밀도 (명/㎢),소계,20.83
"경상북도","영양군",인구증가율 (%),소계,-2.09
"경상북도","영덕군",면적 (㎢),소계,741.22
"경상북도","영덕군",전년말주민등록인구수 (명),소계,38108
"경상북도","영덕군",성별 (명),소계,37361
"경상북도","영덕군",성별 (명),남자,17777
"경상북도","영덕군",성별 (명),여자,19584
"경상북도","영덕군",연령별 (명),소계,37361
"경상북도","영덕군",연령별 (명),0~14세(유소년),2851
"경상북도","영덕군",연령별 (명),15~64세(생산가능),21052
"경상북도","영덕군",연령별 (명),65세이상(고령),13458
"경상북도","영덕군",외국인등록인구수 (명),소계,997
"경상북도","영덕군",외국인등록인구수 (명),남자,782
"경상북도","영덕군",외국인등록인구수 (명),여자,215
"경상북도","영덕군",인구밀도 (명/㎢),소계,50.40
"경상북도","영덕군",인구증가율 (%),소계,-1.96
"경상북도","청도군",면적 (㎢),소계,693.81
"경상북도","청도군",전년말주민등록인구수 (명),소계,43057
"경상북도","청도군",성별 (명),소계,42910
"경상북도","청도군",성별 (명),남자,21065
"경상북도","청도군",성별 (명),여자,21845
"경상북도","청도군",연령별 (명),소계,42910
"경상북도","청도군",연령별 (명),0~14세(유소년),2648
"경상북도","청도군",연령별 (명),15~64세(생산가능),24721
"경상북도","청도군",연령별 (명),65세이상(고령),15541
"경상북도","청도군",외국인등록인구수 (명),소계,1042
"경상북도","청도군",외국인등록인구수 (명),남자,534
"경상북도","청도군",외국인등록인구수 (명),여자,508
"경상북도","청도군",인구밀도 (명/㎢),소계,61.85
"경상북도","청도군",인구증가율 (%),소계,-0.34
"경상북도","고령군",면적 (㎢),소계,384.06
"경상북도","고령군",전년말주민등록인구수 (명),소계,32969
"경상북도","고령군",성별 (명),소계,32373
"경상북도","고령군",성별 (명),남자,16548
"경상북도","고령군",성별 (명),여자,15825
"경상북도","고령군",연령별 (명),소계,32373
"경상북도","고령군",연령별 (명),0~14세(유소년),2613
"경상북도","고령군",연령별 (명),15~64세(생산가능),20112
"경상북도","고령군",연령별 (명),65세이상(고령),9648
"경상북도","고령군",외국인등록인구수 (명),소계,1749
"경상북도","고령군",외국인등록인구수 (명),남자,1431
"경상북도","고령군",외국인등록인구수 (명),여자,318
"경상북도","고령군",인구밀도 (명/㎢),소계,84.29
"경상북도","고령군",인구증가율 (%),소계,-1.81
"경상북도","성주군",면적 (㎢),소계,616.11
"경상북도","성주군",전년말주민등록인구수 (명),소계,44672
"경상북도","성주군",성별 (명),소계,44015
"경상북도","성주군",성별 (명),남자,22716
"경상북도","성주군",성별 (명),여자,21299
"경상북도","성주군",연령별 (명),소계,44015
"경상북도","성주군",연령별 (명),0~14세(유소년),3112
"경상북도","성주군",연령별 (명),15~64세(생산가능),27426
"경상북도","성주군",연령별 (명),65세이상(고령),13477
"경상북도","성주군",외국인등록인구수 (명),소계,1698
"경상북도","성주군",외국인등록인구수 (명),남자,1314
"경상북도","성주군",외국인등록인구수 (명),여자,384
"경상북도","성주군",인구밀도 (명/㎢),소계,71.44
"경상북도","성주군",인구증가율 (%),소계,-1.47
"경상북도","칠곡군",면적 (㎢),소계,450.94
"경상북도","칠곡군",전년말주민등록인구수 (명),소계,118828
"경상북도","칠곡군",성별 (명),소계,117047
"경상북도","칠곡군",성별 (명),남자,61063
"경상북도","칠곡군",성별 (명),여자,55984
"경상북도","칠곡군",연령별 (명),소계,117047
"경상북도","칠곡군",연령별 (명),0~14세(유소년),16154
"경상북도","칠곡군",연령별 (명),15~64세(생산가능),83405
"경상북도","칠곡군",연령별 (명),65세이상(고령),17488
"경상북도","칠곡군",외국인등록인구수 (명),소계,4038
"경상북도","칠곡군",외국인등록인구수 (명),남자,2816
"경상북도","칠곡군",외국인등록인구수 (명),여자,1222
"경상북도","칠곡군",인구밀도 (명/㎢),소계,259.56
"경상북도","칠곡군",인구증가율 (%),소계,-1.50
"경상북도","예천군",면적 (㎢),소계,661.48
"경상북도","예천군",전년말주민등록인구수 (명),소계,53274
"경상북도","예천군",성별 (명),소계,55100
"경상북도","예천군",성별 (명),남자,27032
"경상북도","예천군",성별 (명),여자,28068
"경상북도","예천군",연령별 (명),소계,55100
"경상북도","예천군",연령별 (명),0~14세(유소년),6864
"경상북도","예천군",연령별 (명),15~64세(생산가능),31847
"경상북도","예천군",연령별 (명),65세이상(고령),16389
"경상북도","예천군",외국인등록인구수 (명),소계,564
"경상북도","예천군",외국인등록인구수 (명),남자,253
"경상북도","예천군",외국인등록인구수 (명),여자,311
"경상북도","예천군",인구밀도 (명/㎢),소계,83.30
"경상북도","예천군",인구증가율 (%),소계,3.43
"경상북도","봉화군",면적 (㎢),소계,1202.03
"경상북도","봉화군",전년말주민등록인구수 (명),소계,32843
"경상북도","봉화군",성별 (명),소계,32150
"경상북도","봉화군",성별 (명),남자,16146
"경상북도","봉화군",성별 (명),여자,16004
"경상북도","봉화군",연령별 (명),소계,32150
"경상북도","봉화군",연령별 (명),0~14세(유소년),2372
"경상북도","봉화군",연령별 (명),15~64세(생산가능),18556
"경상북도","봉화군",연령별 (명),65세이상(고령),11222
"경상북도","봉화군",외국인등록인구수 (명),소계,314
"경상북도","봉화군",외국인등록인구수 (명),남자,112
"경상북도","봉화군",외국인등록인구수 (명),여자,202
"경상북도","봉화군",인구밀도 (명/㎢),소계,26.75
"경상북도","봉화군",인구증가율 (%),소계,-2.11
"경상북도","울진군",면적 (㎢),소계,990.04
"경상북도","울진군",전년말주민등록인구수 (명),소계,50036
"경상북도","울진군",성별 (명),소계,49314
"경상북도","울진군",성별 (명),남자,24658
"경상북도","울진군",성별 (명),여자,24656
"경상북도","울진군",연령별 (명),소계,49314
"경상북도","울진군",연령별 (명),0~14세(유소년),4767
"경상북도","울진군",연령별 (명),15~64세(생산가능),31191
"경상북도","울진군",연령별 (명),65세이상(고령),13356
"경상북도","울진군",외국인등록인구수 (명),소계,1496
"경상북도","울진군",외국인등록인구수 (명),남자,1310
"경상북도","울진군",외국인등록인구수 (명),여자,186
"경상북도","울진군",인구밀도 (명/㎢),소계,49.81
"경상북도","울진군",인구증가율 (%),소계,-1.44
"경상북도","울릉군",면적 (㎢),소계,72.94
"경상북도","울릉군",전년말주민등록인구수 (명),소계,9832
"경상북도","울릉군",성별 (명),소계,9617
"경상북도","울릉군",성별 (명),남자,5230
"경상북도","울릉군",성별 (명),여자,4387
"경상북도","울릉군",연령별 (명),소계,9617
"경상북도","울릉군",연령별 (명),0~14세(유소년),706
"경상북도","울릉군",연령별 (명),15~64세(생산가능),6570
"경상북도","울릉군",연령별 (명),65세이상(고령),2341
"경상북도","울릉군",외국인등록인구수 (명),소계,168
"경상북도","울릉군",외국인등록인구수 (명),남자,137
"경상북도","울릉군",외국인등록인구수 (명),여자,31
"경상북도","울릉군",인구밀도 (명/㎢),소계,131.85
"경상북도","울릉군",인구증가율 (%),소계,-2.19
"경상남도","소계",면적 (㎢),소계,10540.37
"경상남도","소계",전년말주민등록인구수 (명),소계,3373988
"경상남도","소계",성별 (명),소계,3362553
"경상남도","소계",성별 (명),남자,1692032
"경상남도","소계",성별 (명),여자,1670521
"경상남도","소계",연령별 (명),소계,3362553
"경상남도","소계",연령별 (명),0~14세(유소년),442744
"경상남도","소계",연령별 (명),15~64세(생산가능),2371552
"경상남도","소계",연령별 (명),65세이상(고령),548257
"경상남도","소계",외국인등록인구수 (명),소계,76123
"경상남도","소계",외국인등록인구수 (명),남자,51952
"경상남도","소계",외국인등록인구수 (명),여자,24171
"경상남도","소계",인구밀도 (명/㎢),소계,319.02
"경상남도","소계",인구증가율 (%),소계,-0.34
"경상남도","창원시",면적 (㎢),소계,748.03
"경상남도","창원시",전년말주민등록인구수 (명),소계,1053601
"경상남도","창원시",성별 (명),소계,1044740
"경상남도","창원시",성별 (명),남자,529262
"경상남도","창원시",성별 (명),여자,515478
"경상남도","창원시",연령별 (명),소계,1044740
"경상남도","창원시",연령별 (명),0~14세(유소년),135929
"경상남도","창원시",연령별 (명),15~64세(생산가능),768660
"경상남도","창원시",연령별 (명),65세이상(고령),140151
"경상남도","창원시",외국인등록인구수 (명),소계,15073
"경상남도","창원시",외국인등록인구수 (명),남자,9247
"경상남도","창원시",외국인등록인구수 (명),여자,5826
"경상남도","창원시",인구밀도 (명/㎢),소계,1396.64
"경상남도","창원시",인구증가율 (%),소계,-0.84
"경상남도","진주시",면적 (㎢),소계,712.86
"경상남도","진주시",전년말주민등록인구수 (명),소계,345987
"경상남도","진주시",성별 (명),소계,347334
"경상남도","진주시",성별 (명),남자,171834
"경상남도","진주시",성별 (명),여자,175500
"경상남도","진주시",연령별 (명),소계,347334
"경상남도","진주시",연령별 (명),0~14세(유소년),46407
"경상남도","진주시",연령별 (명),15~64세(생산가능),245028
"경상남도","진주시",연령별 (명),65세이상(고령),55899
"경상남도","진주시",외국인등록인구수 (명),소계,5219
"경상남도","진주시",외국인등록인구수 (명),남자,3175
"경상남도","진주시",외국인등록인구수 (명),여자,2044
"경상남도","진주시",인구밀도 (명/㎢),소계,487.24
"경상남도","진주시",인구증가율 (%),소계,0.39
"경상남도","통영시",면적 (㎢),소계,239.86
"경상남도","통영시",전년말주민등록인구수 (명),소계,133720
"경상남도","통영시",성별 (명),소계,131404
"경상남도","통영시",성별 (명),남자,66053
"경상남도","통영시",성별 (명),여자,65351
"경상남도","통영시",연령별 (명),소계,131404
"경상남도","통영시",연령별 (명),0~14세(유소년),17346
"경상남도","통영시",연령별 (명),15~64세(생산가능),90163
"경상남도","통영시",연령별 (명),65세이상(고령),23895
"경상남도","통영시",외국인등록인구수 (명),소계,3962
"경상남도","통영시",외국인등록인구수 (명),남자,3234
"경상남도","통영시",외국인등록인구수 (명),여자,728
"경상남도","통영시",인구밀도 (명/㎢),소계,547.84
"경상남도","통영시",인구증가율 (%),소계,-1.73
"경상남도","사천시",면적 (㎢),소계,398.68
"경상남도","사천시",전년말주민등록인구수 (명),소계,113888
"경상남도","사천시",성별 (명),소계,111925
"경상남도","사천시",성별 (명),남자,56451
"경상남도","사천시",성별 (명),여자,55474
"경상남도","사천시",연령별 (명),소계,111925
"경상남도","사천시",연령별 (명),0~14세(유소년),13937
"경상남도","사천시",연령별 (명),15~64세(생산가능),74560
"경상남도","사천시",연령별 (명),65세이상(고령),23428
"경상남도","사천시",외국인등록인구수 (명),소계,3417
"경상남도","사천시",외국인등록인구수 (명),남자,2664
"경상남도","사천시",외국인등록인구수 (명),여자,753
"경상남도","사천시",인구밀도 (명/㎢),소계,280.74
"경상남도","사천시",인구증가율 (%),소계,-1.72
"경상남도","김해시",면적 (㎢),소계,463.45
"경상남도","김해시",전년말주민등록인구수 (명),소계,533672
"경상남도","김해시",성별 (명),소계,542455
"경상남도","김해시",성별 (명),남자,274336
"경상남도","김해시",성별 (명),여자,268119
"경상남도","김해시",연령별 (명),소계,542455
"경상남도","김해시",연령별 (명),0~14세(유소년),81955
"경상남도","김해시",연령별 (명),15~64세(생산가능),402968
"경상남도","김해시",연령별 (명),65세이상(고령),57532
"경상남도","김해시",외국인등록인구수 (명),소계,19013
"경상남도","김해시",외국인등록인구수 (명),남자,13693
"경상남도","김해시",외국인등록인구수 (명),여자,5320
"경상남도","김해시",인구밀도 (명/㎢),소계,1170.47
"경상남도","김해시",인구증가율 (%),소계,1.65
"경상남도","밀양시",면적 (㎢),소계,798.67
"경상남도","밀양시",전년말주민등록인구수 (명),소계,106744
"경상남도","밀양시",성별 (명),소계,105552
"경상남도","밀양시",성별 (명),남자,51618
"경상남도","밀양시",성별 (명),여자,53934
"경상남도","밀양시",연령별 (명),소계,105552
"경상남도","밀양시",연령별 (명),0~14세(유소년),9658
"경상남도","밀양시",연령별 (명),15~64세(생산가능),67345
"경상남도","밀양시",연령별 (명),65세이상(고령),28549
"경상남도","밀양시",외국인등록인구수 (명),소계,2870
"경상남도","밀양시",외국인등록인구수 (명),남자,1411
"경상남도","밀양시",외국인등록인구수 (명),여자,1459
"경상남도","밀양시",인구밀도 (명/㎢),소계,132.16
"경상남도","밀양시",인구증가율 (%),소계,-1.12
"경상남도","거제시",면적 (㎢),소계,403.23
"경상남도","거제시",전년말주민등록인구수 (명),소계,250516
"경상남도","거제시",성별 (명),소계,248276
"경상남도","거제시",성별 (명),남자,130141
"경상남도","거제시",성별 (명),여자,118135
"경상남도","거제시",연령별 (명),소계,248276
"경상남도","거제시",연령별 (명),0~14세(유소년),42808
"경상남도","거제시",연령별 (명),15~64세(생산가능),180576
"경상남도","거제시",연령별 (명),65세이상(고령),24892
